,Indicator,NFHS-5,NFHS-4
83,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(66.4),(52.9)
84,All women age 15-49 years who are anaemic (%),70.4,59.0
85,All women age 15-19 years who are anaemic (%),73.8,63.4
86,Blood sugar level - high (141-160 mg/dl)(%),8.8,na
87,Blood sugar level - very high (>160 mg/dl)(%),11.0,na
88,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.3,na
89,Blood sugar level - high (141-160 mg/dl)(%),10.8,na
90,Blood sugar level - very high (>160 mg/dl) (%),11.9,na
91,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),24.0,na
92,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.6,na
93,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
94,control blood pressure (%),18.1,na
95,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.9,na
96,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
97,control blood pressure (%),21.3,na
98,Ever undergone a screening test for cervical cancer (%),0.0,na
99,Ever undergone a breast examination for breast cancer (%),0.2,na
100,Ever undergone an oral cavity examination for oral cancer (%),0.5,na
101,Women age 15 years and above who use any kind of tobacco (%),12.9,na
102,Men age 15 years and above who use any kind of tobacco (%),40.1,na
103,Women age 15 years and above who consume alcohol (%),2.0,na
104,Men age 15 years and above who consume alcohol (%),14.8,na
