,Indicator,NFHS-5,NFHS-4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),61.1,78.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(95.5),100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.2),0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.0,1.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.1,0.6
65,provider (%),(54.4),*
66,Children under age 3 years breastfed within one hour of birth (%),53.6,80.4
67,Children under age 6 months exclusively breastfed (%),*,(68.9)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),4.8,10.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),4.4,10.4
72,Children under 5 years who are stunted (height-for-age) (%),26.3,32.6
73,Children under 5 years who are wasted (weight-for-height) (%),19.2,13.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.4,6.5
75,Children under 5 years who are underweight (weight-for-age) (%),25.5,20.2
76,Children under 5 years who are overweight (weight-for-height) (%),2.4,3.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.1,26.8
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.0,12.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),51.2,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.1,33.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),77.2,46.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(76.7),(22.4)
83,All women age 15-49 years who are anaemic (%),77.2,45.5
84,All women age 15-19 years who are anaemic (%),74.7,42.9
85,Blood sugar level - high (141-160 mg/dl)(%),6.4,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.7,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.6,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.6,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.4,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.7,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.9,na
93,blood pressure (%),20.5,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.9,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.3,na
96,blood pressure (%),22.0,na
97,  Ever undergone a screening test for cervical cancer (%),0.2,na
98,  Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),21.6,na
101,Men age 15 years and above who use any kind of tobacco (%),52.0,na
102,Women age 15 years and above who consume alcohol (%),10.4,na
103,Men age 15 years and above who consume alcohol (%),38.2,na
