Indicator,NFHS-5
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),80.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),62.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(56.4)
Children under age 3 years breastfed within one hour of birth (%),51.1
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),14.9
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),14.2
Children under 5 years who are stunted (height-for-age) (%),35.4
Children under 5 years who are wasted (weight-for-height) (%),14.1
Children under 5 years who are severely wasted (weight-for-height) (%),3.9
Children under 5 years who are underweight (weight-for-age) (%),22.2
Children under 5 years who are overweight (weight-for-height) (%),3.8
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),14.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),53.0
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),68.1
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*
All women age 15-49 years who are anaemic (%),67.8
All women age 15-19 years who are anaemic (%),65.5
Women - Blood sugar level - high (141-160 mg/dl)(%),6.8
Women - Blood sugar level - very high (>160 mg/dl)(%),3.9
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.1
Men - Blood sugar level - high (141-160 mg/dl)(%),8.8
Men - Blood sugar level - very high (>160 mg/dl) (%),5.3
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.9
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.9
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.2
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.7
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.8
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.0
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),23.3
  Ever undergone a screening test for cervical cancer (%),0.2
  Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),0.2
Women age 15 years and above who use any kind of tobacco (%),26.6
Men age 15 years and above who use any kind of tobacco (%),54.7
Women age 15 years and above who consume alcohol (%),32.1
Men age 15 years and above who consume alcohol (%),45.4
