Indicator,NFHS-5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),9.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),54.4
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),58.8
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(38.8)
All women age 15-49 years who are anaemic (%),57.9
All women age 15-19 years who are anaemic (%),58.8
Women - Blood sugar level - high (141-160 mg/dl)(%),6.0
Women - Blood sugar level - very high (>160 mg/dl)(%),2.1
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.1
Men - Blood sugar level - high (141-160 mg/dl)(%),8.6
Men - Blood sugar level - very high (>160 mg/dl) (%),2.3
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.2
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.3
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.0
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.0
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.2
  Ever undergone a screening test for cervical cancer (%),0.0
  Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.0
Women age 15 years and above who use any kind of tobacco (%),20.2
Men age 15 years and above who use any kind of tobacco (%),58.2
Women age 15 years and above who consume alcohol (%),23.0
Men age 15 years and above who consume alcohol (%),54.2
