,Indicator,NFHS-5,NFHS-4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.2,14.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.1,28.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),61.1,39.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(43.3),(48.1)
83,All women age 15-49 years who are anaemic (%),60.5,39.8
84,All women age 15-19 years who are anaemic (%),70.9,39.2
85,Blood sugar level - high (141-160 mg/dl)(%),5.6,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.4,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.8,na
88,Blood sugar level - high (141-160 mg/dl)(%),8.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),2.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.3,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.2,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,na
93,blood pressure (%),17.1,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.9,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.0,na
96,blood pressure (%),23.5,na
97,  Ever undergone a screening test for cervical cancer (%),0.0,na
98,  Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),21.3,na
101,Men age 15 years and above who use any kind of tobacco (%),55.2,na
102,Women age 15 years and above who consume alcohol (%),23.9,na
103,Men age 15 years and above who consume alcohol (%),57.2,na
