,Indicator,NFHS-5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
71,Total children age 6-23 months receiving an adequate diet  (%),18.1
72,Children under 5 years who are stunted (height-for-age) (%),31.6
73,Children under 5 years who are wasted (weight-for-height) (%),17.2
74,Children under 5 years who are severely wasted (weight-for-height) (%),8.7
75,Children under 5 years who are underweight (weight-for-age) (%),28.2
76,Children under 5 years who are overweight (weight-for-height) (%),4.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),10.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),59.3
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(42.1)
83,All women age 15-49 years who are anaemic (%),59.0
84,All women age 15-19 years who are anaemic (%),57.5
85,Blood sugar level - high (141-160 mg/dl)(%),6.5
86,Blood sugar level - very high (>160 mg/dl)(%),3.2
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.7
88,Blood sugar level - high (141-160 mg/dl)(%),8.5
89,Blood sugar level - very high (>160 mg/dl) (%),4.8
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.6
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.9
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.5
93,pressure (%),20.1
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.0
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.6
96,pressure (%),22.8
97,  Ever undergone a screening test for cervical cancer (%),0.0
98,  Ever undergone a breast examination for breast cancer (%),0.0
99,Ever undergone an oral cavity examination for oral cancer (%),0.2
100,Women age 15 years and above who use any kind of tobacco (%),20.5
101,Men age 15 years and above who use any kind of tobacco (%),55.0
102,Women age 15 years and above who consume alcohol (%),20.5
103,Men age 15 years and above who consume alcohol (%),48.5
