Indicator,NFHS-5
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),59.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),14.6
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),41.4
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),55.6
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),52.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),86.4
Children age 12-23 months who received most of their vaccinations in a private health facility (%),7.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.4
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),44.7
Children under age 3 years breastfed within one hour of birth (%),54.9
Children under age 6 months exclusively breastfed (%),(64.3)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),2.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),2.7
Children under 5 years who are stunted (height-for-age) (%),39.3
Children under 5 years who are wasted (weight-for-height) (%),12.7
Children under 5 years who are severely wasted (weight-for-height) (%),4.6
Children under 5 years who are underweight (weight-for-age) (%),28.4
Children under 5 years who are overweight (weight-for-height) (%),6.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),69.6
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),56.8
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),56.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(51.4)
All women age 15-49 years who are anaemic (%),56.3
All women age 15-19 years who are anaemic (%),54.3
Women - Blood sugar level - high (141-160 mg/dl)(%),6.3
Women - Blood sugar level - very high (>160 mg/dl)(%),7.5
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.6
Men - Blood sugar level - high (141-160 mg/dl)(%),7.6
Men - Blood sugar level - very high (>160 mg/dl) (%),8.0
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.5
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.6
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.9
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.0
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.9
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.3
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.2
  Ever undergone a screening test for cervical cancer (%),0.9
  Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),0.5
Women age 15 years and above who use any kind of tobacco (%),18.8
Men age 15 years and above who use any kind of tobacco (%),53.7
Women age 15 years and above who consume alcohol (%),2.2
Men age 15 years and above who consume alcohol (%),16.7
