Indicator,NFHS-5,NFHS-4
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(90.1),55.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),54.0,78.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),94.7
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),5.4
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.3,1.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.0,1.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(81.7),*
Children under age 3 years breastfed within one hour of birth (%),33.9,25.6
Children under age 6 months exclusively breastfed (%),(75.6),(42.6)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),5.0,4.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),5.1,4.6
Children under 5 years who are stunted (height-for-age) (%),23.6,40.2
Children under 5 years who are wasted (weight-for-height) (%),9.2,21.6
Children under 5 years who are severely wasted (weight-for-height) (%),5.1,9.7
Children under 5 years who are underweight (weight-for-age) (%),12.7,30.4
Children under 5 years who are overweight (weight-for-height) (%),3.6,6.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.2,14.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),39.3,31.3
Women who have high risk waist-to-hip ratio (≥0.85) (%),53.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.7,58.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),53.0,66.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(61.0),(65.5)
All women age 15-49 years who are anaemic (%),53.3,66.5
All women age 15-19 years who are anaemic (%),52.8,60.5
Women - Blood sugar level - high (141-160 mg/dl)(%),6.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),6.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),4.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.1,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.6,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.0,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.1,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.8,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),21.9,na
Ever undergone a screening test for cervical cancer (%),0.5,na
Ever undergone a breast examination for breast cancer (%),0.3,na
Ever undergone an oral cavity examination for oral cancer (%),0.3,na
Women age 15 years and above who use any kind of tobacco (%),2.9,na
Men age 15 years and above who use any kind of tobacco (%),30.7,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),17.9,na
