,Indicator,NFHS-5,NFHS-4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,99.4
37,days of delivery (%),97.5,85.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,047",747
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),97.3,na
41,Institutional births (%),99.0,92.7
42,Institutional births in public facility (%),62.5,65.5
43,Home births that were conducted by skilled health personnel (%),0.5,4.3
44,Births attended by skilled health personnel (%),98.6,96.4
45,Births delivered by caesarean section (%),18.7,14.9
46,Births in a private health facility that were delivered by caesarean section (%),40.8,35.1
47,Births in a public health facility that were delivered by caesarean section (%),6.1,8.2
48,mother's recall (%),88.9,91.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.6,93.4
50,Children age 12-23 months who have received BCG (%),100.0,100.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),91.4,97.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),98.8,97.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),98.7,93.5
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),36.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),91.9,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),97.8,90.9
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.7,85.1
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),93.9,94.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),6.1,6.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.4,5.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.1,1.4
65,health provider (%),80.7,*
66,Children under age 3 years breastfed within one hour of birth (%),46.5,54.2
67,Children under age 6 months exclusively breastfed (%),(79.7),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(29.3)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),19.1,5.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(19.5),(12.6)
71,Total children age 6-23 months receiving an adequate diet (%),19.2,7.1
72,Children under 5 years who are stunted (height-for-age) (%),29.2,41.0
73,Children under 5 years who are wasted (weight-for-height) (%),9.8,19.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.8,7.1
75,Children under 5 years who are underweight (weight-for-age) (%),20.5,32.5
76,Children under 5 years who are overweight (weight-for-height) (%),2.9,3.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.9,12.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),36.5,26.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),72.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),78.3,75.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.1,67.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(53.2),66.3
83,All women age 15-49 years who are anaemic (%),61.9,67.0
84,All women age 15-19 years who are anaemic (%),61.5,64.8
85,Blood sugar level - high (141-160 mg/dl)(%),3.5,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),3.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),4.2,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.7,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.8,na
93,blood pressure (%),17.6,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.2,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
96,blood pressure (%),21.2,na
97,Ever undergone a screening test for cervical cancer (%),0.7,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),2.6,na
101,Men age 15 years and above who use any kind of tobacco (%),26.6,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),22.0,na
