Indicator,NFHS-5
Women - Blood sugar level - high (141-160 mg/dl)(%),5.2
Women - Blood sugar level - very high (>160 mg/dl)(%),4.7
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.3
Men - Blood sugar level - high (141-160 mg/dl)(%),6.7
Men - Blood sugar level - very high (>160 mg/dl) (%),6.4
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.4
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.7
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),20.6
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.9
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),22.9
Ever undergone a screening test for cervical cancer (%),0.0
Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),0.0
Women age 15 years and above who use any kind of tobacco (%),1.9
Men age 15 years and above who use any kind of tobacco (%),38.3
Women age 15 years and above who consume alcohol (%),0.1
Men age 15 years and above who consume alcohol (%),12.0
