Indicator,NFHS-5,NFHS-4
Breastfeeding children age 6-23 months receiving an adequate diet (%),(11.1),6.4
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),10.3,6.2
Children under 5 years who are stunted (height-for-age) (%),21.8,21.5
Children under 5 years who are wasted (weight-for-height) (%),12.0,31.8
Children under 5 years who are severely wasted (weight-for-height) (%),5.0,13.6
Children under 5 years who are underweight (weight-for-age) (%),19.3,26.2
Children under 5 years who are overweight (weight-for-height) (%),3.9,3.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.1,6.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),39.9,22.9
Women who have high risk waist-to-hip ratio (≥0.85) (%),67.1,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),53.1,66.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.4,56.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,38.7
All women age 15-49 years who are anaemic (%),57.1,55.4
All women age 15-19 years who are anaemic (%),64.8,62.2
Women - Blood sugar level - high (141-160 mg/dl)(%),6.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),10.5,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),8.0,na
Men - Blood sugar level - very high (>160 mg/dl) (%),9.0,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.1,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.6,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.3,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),24.3,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.0,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),26.2,na
Ever undergone a screening test for cervical cancer (%),0.5,na
Ever undergone a breast examination for breast cancer (%),0.3,na
Ever undergone an oral cavity examination for oral cancer (%),0.3,na
Women age 15 years and above who use any kind of tobacco (%),0.9,na
Men age 15 years and above who use any kind of tobacco (%),19.5,na
Women age 15 years and above who consume alcohol (%),0.3,na
Men age 15 years and above who consume alcohol (%),20.0,na
