,Indicator,NFHS-5,NFHS-4
67,Children under age 6 months exclusively breastfed (%),(62.7),(49.2)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),14.3,12.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),12.4,12.4
72,Children under 5 years who are stunted (height-for-age) (%),27.7,30.0
73,Children under 5 years who are wasted (weight-for-height) (%),12.1,26.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.3,11.6
75,Children under 5 years who are underweight (weight-for-age) (%),23.1,31.8
76,Children under 5 years who are overweight (weight-for-height) (%),6.4,3.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.0,16.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),38.0,19.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),61.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),72.9,58.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),56.3,57.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(62.2),55.8
83,All women age 15-49 years who are anaemic (%),56.6,57.1
84,All women age 15-19 years who are anaemic (%),60.4,69.2
85,Women - Blood sugar level - high (141-160 mg/dl)(%),5.7,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),7.7,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.6,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.9,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.9,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.6,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.2,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),28.7,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.3,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.7,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),28.8,na
97,Ever undergone a screening test for cervical cancer (%),2.5,na
98,Ever undergone a breast examination for breast cancer (%),0.7,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.7,na
100,Women age 15 years and above who use any kind of tobacco (%),1.7,na
101,Men age 15 years and above who use any kind of tobacco (%),25.3,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),19.7,na
