,Indicator,NFHS-5,NFHS-4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),21.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),71.5,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),81.3,13.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),57.4,45.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.6,92.9
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.2,7.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.6,8.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(49.1),(39.2)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(37.6),(7.8)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(80.6),(79.3)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.1,7.3
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(64.1),82.3
66,Children under age 3 years breastfed within one hour of birth (%),36.9,28.3
67,Children under age 6 months exclusively breastfed (%),(60.3),50.8
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(29.1)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),20.5,4.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(23.1),(16.0)
71,Total children age 6-23 months receiving an adequate diet (%),21.2,7.4
72,Children under 5 years who are stunted (height-for-age) (%),31.0,34.0
73,Children under 5 years who are wasted (weight-for-height) (%),9.9,21.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.2,10.2
75,Children under 5 years who are underweight (weight-for-age) (%),21.0,27.5
76,Children under 5 years who are overweight (weight-for-height) (%),3.7,4.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.8,16.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.4,19.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),59.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),71.6,75.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.2,60.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(56.8),58.6
83,All women age 15-49 years who are anaemic (%),57.2,60.3
84,All women age 15-19 years who are anaemic (%),59.7,65.7
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.1,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.5,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.6,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.3,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),5.3,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.0,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.2,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),21.9,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.5,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),23.2,na
97,Ever undergone a screening test for cervical cancer (%),0.6,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),7.0,na
101,Men age 15 years and above who use any kind of tobacco (%),30.9,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),13.3,na
