Indicator,NFHS-5,NFHS-4
Children age 12-23 months who have received 3 doses of polio vaccine (%),90.7,90.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.8,97.0
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.8,95.8
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),31.0,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),90.7,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),93.8,74.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.8,69.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.3,94.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.7,5.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.6,10.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(72.1)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(24.6)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(84.6)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,3.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(92.0)
Children under age 3 years breastfed within one hour of birth (%),30.5,55.2
Children under age 6 months exclusively breastfed (%),(71.0),(34.7)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(38.8)
Breastfeeding children age 6-23 months receiving an adequate diet (%),12.8,12.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),11.2,10.8
Children under 5 years who are stunted (height-for-age) (%),24.6,28.5
Children under 5 years who are wasted (weight-for-height) (%),16.0,20.7
Children under 5 years who are severely wasted (weight-for-height) (%),5.3,8.0
Children under 5 years who are underweight (weight-for-age) (%),26.6,30.0
Children under 5 years who are overweight (weight-for-height) (%),1.1,1.9
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.8,22.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),29.8,15.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),54.0,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),59.3,70.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.5,65.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(59.0),(67.6)
All women age 15-49 years who are anaemic (%),62.3,65.4
All women age 15-19 years who are anaemic (%),66.5,69.8
Women - Blood sugar level - high (141-160 mg/dl)(%),6.6,na
Women - Blood sugar level - very high (>160 mg/dl)(%),8.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.4,na
Men - Blood sugar level - very high (>160 mg/dl) (%),9.1,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.0,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.5,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.2,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.5,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.1,na
Ever undergone a screening test for cervical cancer (%),0.7,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),0.8,na
Men age 15 years and above who use any kind of tobacco (%),23.5,na
Women age 15 years and above who consume alcohol (%),0.5,na
Men age 15 years and above who consume alcohol (%),14.2,na
