,Indicator,NFHS-5
66,Children under age 3 years breastfed within one hour of birth (%),48.0
67,Children under age 6 months exclusively breastfed (%),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),41.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
71,Total children age 6-23 months receiving an adequate diet  (%),43.9
72,Children under 5 years who are stunted (height-for-age) (%),39.7
73,Children under 5 years who are wasted (weight-for-height) (%),20.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.2
75,Children under 5 years who are underweight (weight-for-age) (%),26.5
76,Children under 5 years who are overweight (weight-for-height) (%),4.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),8.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),7.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),63.7
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),28.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),52.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),29.1
83,All women age 15-49 years who are anaemic (%),50.9
84,All women age 15-19 years who are anaemic (%),55.7
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.3
86,Women - Blood sugar level - very high (>160 mg/dl)(%),2.0
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.3
88,Men - Blood sugar level - high (141-160 mg/dl)(%),12.0
89,Men - Blood sugar level - very high (>160 mg/dl) (%),3.6
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.2
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.5
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.9
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),15.3
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.4
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),23.2
97,Ever undergone a screening test for cervical cancer (%),0.2
98,Ever undergone a breast examination for breast cancer (%),0.2
99,Ever undergone an oral cavity examination for oral cancer (%),1.1
100,Women age 15 years and above who use any kind of tobacco (%),6.3
101,Men age 15 years and above who use any kind of tobacco (%),54.0
102,Women age 15 years and above who consume alcohol (%),0.9
103,Men age 15 years and above who consume alcohol (%),36.8
