,Indicator,NFHS-5
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.6)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(71.2)
66,Children under age 3 years breastfed within one hour of birth (%),44.6
67,Children under age 6 months exclusively breastfed (%),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
71,Total children age 6-23 months receiving an adequate diet (%),12.6
72,Children under 5 years who are stunted (height-for-age) (%),32.5
73,Children under 5 years who are wasted (weight-for-height) (%),31.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),14.6
75,Children under 5 years who are underweight (weight-for-age) (%),36.7
76,Children under 5 years who are overweight (weight-for-height) (%),1.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),22.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),46.3
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),66.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*
83,All women age 15-49 years who are anaemic (%),65.9
84,All women age 15-19 years who are anaemic (%),64.9
85,Women - Blood sugar level - high (141-160 mg/dl)(%),5.3
86,Women - Blood sugar level - very high (>160 mg/dl)(%),7.1
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.5
88,Men - Blood sugar level - high (141-160 mg/dl)(%),9.8
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.3
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.4
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.8
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.9
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),28.4
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.8
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.5
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),31.5
97,Ever undergone a screening test for cervical cancer (%),7.3
98,Ever undergone a breast examination for breast cancer (%),0.8
99,Ever undergone an oral cavity examination for oral cancer (%),4.9
100,Women age 15 years and above who use any kind of tobacco (%),5.6
101,Men age 15 years and above who use any kind of tobacco (%),27.4
102,Women age 15 years and above who consume alcohol (%),4.3
103,Men age 15 years and above who consume alcohol (%),53.1
