Indicator,NFHS-5
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),63.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),52.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*
All women age 15-49 years who are anaemic (%),52.7
All women age 15-19 years who are anaemic (%),70.6
Women - Blood sugar level - high (141-160 mg/dl)(%),5.4
Women - Blood sugar level - very high (>160 mg/dl)(%),11.4
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.2
Men - Blood sugar level - high (141-160 mg/dl)(%),6.5
Men - Blood sugar level - very high (>160 mg/dl) (%),16.7
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),26.8
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.2
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),30.2
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.0
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.2
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),41.7
Ever undergone a screening test for cervical cancer (%),2.3
Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),5.9
Women age 15 years and above who use any kind of tobacco (%),1.7
Men age 15 years and above who use any kind of tobacco (%),12.4
Women age 15 years and above who consume alcohol (%),0.7
Men age 15 years and above who consume alcohol (%),28.0
