Indicator,NFHS-5
Children under 5 years who are overweight (weight-for-height) (%),6.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),24.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),41.1
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),69.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*
All women age 15-49 years who are anaemic (%),57.5
All women age 15-19 years who are anaemic (%),58.8
Women - Blood sugar level - high (141-160 mg/dl)(%),6.5
Women - Blood sugar level - very high (>160 mg/dl)(%),6.9
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.4
Men - Blood sugar level - high (141-160 mg/dl)(%),8.1
Men - Blood sugar level - very high (>160 mg/dl) (%),8.8
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.3
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.4
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.2
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.1
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.3
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.6
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),29.0
Ever undergone a screening test for cervical cancer (%),3.1
Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.2
Women age 15 years and above who use any kind of tobacco (%),4.1
Men age 15 years and above who use any kind of tobacco (%),27.1
Women age 15 years and above who consume alcohol (%),11.3
Men age 15 years and above who consume alcohol (%),60.6
