Indicator,NFHS-5
Births in a private health facility that were delivered by caesarean section (%),73.1
Births in a public health facility that were delivered by caesarean section (%),48.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),80.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(87.0)
Children age 12-23 months who have received BCG (%),98.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),86.7
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),41.4
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),8.0
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),93.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.2
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(82.4)
Children under age 3 years breastfed within one hour of birth (%),40.2
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),8.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),12.4
Children under 5 years who are stunted (height-for-age) (%),28.4
Children under 5 years who are wasted (weight-for-height) (%),21.8
Children under 5 years who are severely wasted (weight-for-height) (%),9.0
Children under 5 years who are underweight (weight-for-age) (%),25.3
Children under 5 years who are overweight (weight-for-height) (%),3.7
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),31.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),48.7
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),69.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),69.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(50.6)
All women age 15-49 years who are anaemic (%),68.7
All women age 15-19 years who are anaemic (%),79.3
Women - Blood sugar level - high (141-160 mg/dl)(%),9.1
Women - Blood sugar level - very high (>160 mg/dl)(%),7.5
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.3
Men - Blood sugar level - high (141-160 mg/dl)(%),6.8
Men - Blood sugar level - very high (>160 mg/dl) (%),10.0
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.4
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.8
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.6
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),29.6
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.5
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.1
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),30.1
Ever undergone a screening test for cervical cancer (%),3.4
Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),3.2
Women age 15 years and above who use any kind of tobacco (%),4.7
Men age 15 years and above who use any kind of tobacco (%),28.4
Women age 15 years and above who consume alcohol (%),2.9
Men age 15 years and above who consume alcohol (%),38.8
