Indicator,NFHS-5
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(67.5)
Children under age 3 years breastfed within one hour of birth (%),24.2
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),4.3
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),5.9
Children under 5 years who are stunted (height-for-age) (%),25.9
Children under 5 years who are wasted (weight-for-height) (%),22.1
Children under 5 years who are severely wasted (weight-for-height) (%),10.0
Children under 5 years who are underweight (weight-for-age) (%),27.4
Children under 5 years who are overweight (weight-for-height) (%),3.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),21.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),24.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),43.3
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),58.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.1
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*
All women age 15-49 years who are anaemic (%),56.7
All women age 15-19 years who are anaemic (%),62.3
Women - Blood sugar level - high (141-160 mg/dl)(%),6.7
Women - Blood sugar level - very high (>160 mg/dl)(%),6.0
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.2
Men - Blood sugar level - high (141-160 mg/dl)(%),6.5
Men - Blood sugar level - very high (>160 mg/dl) (%),7.1
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.1
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.7
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.7
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.9
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.5
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.5
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),32.0
Ever undergone a screening test for cervical cancer (%),1.8
Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),1.9
Women age 15 years and above who use any kind of tobacco (%),6.5
Men age 15 years and above who use any kind of tobacco (%),22.4
Women age 15 years and above who consume alcohol (%),1.9
Men age 15 years and above who consume alcohol (%),44.1
