Indicator,NFHS-5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.7)
Children under age 3 years breastfed within one hour of birth (%),32.5
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),8.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),7.8
Children under 5 years who are stunted (height-for-age) (%),22.4
Children under 5 years who are wasted (weight-for-height) (%),19.4
Children under 5 years who are severely wasted (weight-for-height) (%),8.9
Children under 5 years who are underweight (weight-for-age) (%),26.1
Children under 5 years who are overweight (weight-for-height) (%),2.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.6
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),23.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),43.1
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),56.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(36.6)
All women age 15-49 years who are anaemic (%),56.0
All women age 15-19 years who are anaemic (%),61.4
Women - Blood sugar level - high (141-160 mg/dl)(%),6.5
Women - Blood sugar level - very high (>160 mg/dl)(%),5.1
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.2
Men - Blood sugar level - high (141-160 mg/dl)(%),6.2
Men - Blood sugar level - very high (>160 mg/dl) (%),11.4
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.3
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.9
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.3
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),30.2
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.5
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.0
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),36.0
Ever undergone a screening test for cervical cancer (%),6.9
Ever undergone a breast examination for breast cancer (%),1.2
Ever undergone an oral cavity examination for oral cancer (%),3.3
Women age 15 years and above who use any kind of tobacco (%),8.5
Men age 15 years and above who use any kind of tobacco (%),19.4
Women age 15 years and above who consume alcohol (%),6.1
Men age 15 years and above who consume alcohol (%),49.9
