Indicator,NFHS-5
Home births that were conducted by skilled health personnel (%),0.4
Births attended by skilled health personnel (%),90.5
Births delivered by caesarean section (%),69.0
Births in a private health facility that were delivered by caesarean section (%),81.2
Births in a public health facility that were delivered by caesarean section (%),56.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(63.1)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(81.5)
Children age 12-23 months who have received BCG (%),(93.0)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(65.1)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(84.2)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(88.6)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(40.0)
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(13.4)
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(81.2)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(95.3)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(4.7)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(71.1)
Children under age 3 years breastfed within one hour of birth (%),34.9
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),13.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),14.1
Children under 5 years who are stunted (height-for-age) (%),28.1
Children under 5 years who are wasted (weight-for-height) (%),19.3
Children under 5 years who are severely wasted (weight-for-height) (%),4.7
Children under 5 years who are underweight (weight-for-age) (%),29.6
Children under 5 years who are overweight (weight-for-height) (%),1.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),26.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),42.8
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),63.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),56.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*
All women age 15-49 years who are anaemic (%),56.7
All women age 15-19 years who are anaemic (%),76.6
Women - Blood sugar level - high (141-160 mg/dl)(%),4.0
Women - Blood sugar level - very high (>160 mg/dl)(%),8.4
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.7
Men - Blood sugar level - high (141-160 mg/dl)(%),7.9
Men - Blood sugar level - very high (>160 mg/dl) (%),10.4
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.0
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.6
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.6
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.0
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.2
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),36.9
Ever undergone a screening test for cervical cancer (%),5.1
Ever undergone a breast examination for breast cancer (%),1.0
Ever undergone an oral cavity examination for oral cancer (%),3.5
Women age 15 years and above who use any kind of tobacco (%),5.2
Men age 15 years and above who use any kind of tobacco (%),23.2
Women age 15 years and above who consume alcohol (%),8.3
Men age 15 years and above who consume alcohol (%),50.3
