Indicator,NFHS-5
Children age 12-23 months who have received 3 doses of polio vaccine (%),85.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.6
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),30.5
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.8
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.8
Children age 12-23 months who received most of their vaccinations in a private health facility (%),7.2
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.2)
Children under age 3 years breastfed within one hour of birth (%),40.3
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),7.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),7.2
Children under 5 years who are stunted (height-for-age) (%),37.8
Children under 5 years who are wasted (weight-for-height) (%),13.9
Children under 5 years who are severely wasted (weight-for-height) (%),5.1
Children under 5 years who are underweight (weight-for-age) (%),29.5
Children under 5 years who are overweight (weight-for-height) (%),4.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),40.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),47.9
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.8
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),53.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(44.8)
All women age 15-49 years who are anaemic (%),53.2
All women age 15-19 years who are anaemic (%),58.0
Women - Blood sugar level - high (141-160 mg/dl)(%),5.2
Women - Blood sugar level - very high (>160 mg/dl)(%),8.3
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.3
Men - Blood sugar level - high (141-160 mg/dl)(%),6.3
Men - Blood sugar level - very high (>160 mg/dl) (%),11.0
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.6
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.8
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.9
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),28.5
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.3
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.3
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),35.0
Ever undergone a screening test for cervical cancer (%),0.5
Ever undergone a breast examination for breast cancer (%),0.1
Ever undergone an oral cavity examination for oral cancer (%),1.0
Women age 15 years and above who use any kind of tobacco (%),4.5
Men age 15 years and above who use any kind of tobacco (%),18.9
Women age 15 years and above who consume alcohol (%),6.7
Men age 15 years and above who consume alcohol (%),46.8
