Indicator,NFHS-5
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.1
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.8
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.5
Ever undergone a screening test for cervical cancer (%),3.3
Ever undergone a breast examination for breast cancer (%),0.3
Ever undergone an oral cavity examination for oral cancer (%),2.2
Women age 15 years and above who use any kind of tobacco (%),8.9
Men age 15 years and above who use any kind of tobacco (%),27.5
Women age 15 years and above who consume alcohol (%),8.7
Men age 15 years and above who consume alcohol (%),48.7
