Indicator,NFHS-5
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.4
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.4
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),31.3
Ever undergone a screening test for cervical cancer (%),6.7
Ever undergone a breast examination for breast cancer (%),1.0
Ever undergone an oral cavity examination for oral cancer (%),3.4
Women age 15 years and above who use any kind of tobacco (%),11.2
Men age 15 years and above who use any kind of tobacco (%),23.5
Women age 15 years and above who consume alcohol (%),2.6
Men age 15 years and above who consume alcohol (%),47.6
