Indicator,NFHS-5
All women age 15-49 years who are anaemic (%),54.0
All women age 15-19 years who are anaemic (%),62.1
Women - Blood sugar level - high (141-160 mg/dl)(%),4.5
Women - Blood sugar level - very high (>160 mg/dl)(%),6.4
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.5
Men - Blood sugar level - high (141-160 mg/dl)(%),7.0
Men - Blood sugar level - very high (>160 mg/dl) (%),6.8
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.5
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.9
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.5
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.6
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.0
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.3
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.3
Ever undergone a screening test for cervical cancer (%),2.0
Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),2.6
Women age 15 years and above who use any kind of tobacco (%),6.2
Men age 15 years and above who use any kind of tobacco (%),30.8
Women age 15 years and above who consume alcohol (%),11.8
Men age 15 years and above who consume alcohol (%),55.5
