Indicator,NFHS-5
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),14.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),10.2
Children under 5 years who are stunted (height-for-age) (%),26.9
Children under 5 years who are wasted (weight-for-height) (%),10.9
Children under 5 years who are severely wasted (weight-for-height) (%),5.9
Children under 5 years who are underweight (weight-for-age) (%),22.8
Children under 5 years who are overweight (weight-for-height) (%),3.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),9.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),43.2
Women who have high risk waist-to-hip ratio (≥0.85) (%),60.9
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),51.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(40.6)
All women age 15-49 years who are anaemic (%),51.4
All women age 15-19 years who are anaemic (%),46.6
Women - Blood sugar level - high (141-160 mg/dl)(%),5.0
Women - Blood sugar level - very high (>160 mg/dl)(%),7.9
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.4
Men - Blood sugar level - high (141-160 mg/dl)(%),5.9
Men - Blood sugar level - very high (>160 mg/dl) (%),7.6
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.7
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),24.1
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.8
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.3
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),29.9
Ever undergone a screening test for cervical cancer (%),0.4
Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.0
Women age 15 years and above who use any kind of tobacco (%),1.3
Men age 15 years and above who use any kind of tobacco (%),24.1
Women age 15 years and above who consume alcohol (%),0.4
Men age 15 years and above who consume alcohol (%),22.0
