Indicator,NFHS-5
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),22.3
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.3
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.1
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),30.4
Ever undergone a screening test for cervical cancer (%),0.4
Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.4
Women age 15 years and above who use any kind of tobacco (%),3.8
Men age 15 years and above who use any kind of tobacco (%),28.2
Women age 15 years and above who consume alcohol (%),0.7
Men age 15 years and above who consume alcohol (%),25.1
