,Indicator,NFHS-5,NFHS-4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),0.8
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),0.8,6.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,67.2
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,43.2
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,31.7
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,1.0
65,provider (%),*,39.9
66,Children under age 3 years breastfed within one hour of birth (%),70.7,59.9
67,Children under age 6 months exclusively breastfed (%),*,56.3
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(72.5)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.5,20.6
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(13.7)
71,Total children age 6-23 months receiving an adequate diet  (%),5.6,19.7
72,Children under 5 years who are stunted (height-for-age) (%),27.2,32.9
73,Children under 5 years who are wasted (weight-for-height) (%),12.1,6.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.6,2.6
75,Children under 5 years who are underweight (weight-for-age) (%),13.1,12.7
76,Children under 5 years who are overweight (weight-for-height) (%),10.6,3.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),5.8,6.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),22.9,17.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),52.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),38.3,7.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),26.1,12.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(15.7),21.9
83,All women age 15-49 years who are anaemic (%),25.7,13.1
84,All women age 15-19 years who are anaemic (%),31.6,10.7
85,Blood sugar level - high (141-160 mg/dl)(%),6.9,na
86,Blood sugar level - very high (>160 mg/dl)(%),5.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.4,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.1,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.9,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.1,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,na
93,blood pressure (%),16.1,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.9,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
96,blood pressure (%),19.6,na
97,Ever undergone a screening test for cervical cancer (%),3.7,na
98,Ever undergone a breast examination for breast cancer (%),0.6,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),66.7,na
101,Men age 15 years and above who use any kind of tobacco (%),74.5,na
102,Women age 15 years and above who consume alcohol (%),1.6,na
103,Men age 15 years and above who consume alcohol (%),21.3,na
