,Indicator,NFHS_5,NFHS_4
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),47.2,54.6
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),34.5,39.5
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(41.1),(15.7)
101,All women age 15-49 years who are anaemic (%),34.7,38.6
102,All women age 15-19 years who are anaemic (%),38.1,44.5
105,Women - Blood sugar level - high (141-160 mg/dl)(%),6.9,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),12.1,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.4,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),10.1,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),11.8,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),24.0,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.4,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.5,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.4,na
124,Ever undergone a screening test for cervical cancer (%),1.4,na
125,Ever undergone a breast examination for breast cancer (%),0.4,na
126,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
128,Women age 15 years and above who use any kind of tobacco (%),1.5,na
129,Men age 15 years and above who use any kind of tobacco (%),12.5,na
130,Women age 15 years and above who consume alcohol (%),0.2,na
131,Men age 15 years and above who consume alcohol (%),7.7,na
