,Indicator,NFHS_5,NFHS_4
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),98.0,(93.4)
63,Children age 12-23 months who have received BCG (%),98.6,(98.0)
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),94.4,(93.8)
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),96.6,(93.5)
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),97.3,(93.5)
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),9.3,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),24.7,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),95.3,(90.0)
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),83.4,68.5
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),88.3,(80.7)
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),11.7,(19.3)
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.9,6.7
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.3,1.2
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(97.0),*
82,Children under age 3 years breastfed within one hour of birth (%),86.1,59.8
83,Children under age 6 months exclusively breastfed (%),(68.2),*
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
85,Breastfeeding children age 6-23 months receiving an adequate diet  (%),9.4,25.2
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
87,Total children age 6-23 months receiving an adequate diet  (%),12.2,28.3
88,Children under 5 years who are stunted (height-for-age) (%),25.3,18.7
89,Children under 5 years who are wasted (weight-for-height) (%),12.6,9.7
90,Children under 5 years who are severely wasted (weight-for-height) (%),5.7,3.2
91,Children under 5 years who are underweight (weight-for-age) (%),21.4,13.9
92,Children under 5 years who are overweight (weight-for-height) (%),1.6,0.4
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),9.4,13.0
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),28.4,27.5
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),76.8,na
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),34.3,37.7
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),35.6,35.0
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(27.3),(35.6)
101,All women age 15-49 years who are anaemic (%),35.4,35.0
102,All women age 15-19 years who are anaemic (%),39.6,28.6
105,Women - Blood sugar level - high (141-160 mg/dl)(%),8.1,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),10.2,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.4,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),10.0,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),10.2,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.3,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.5,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.1,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.9,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.0,na
124,Ever undergone a screening test for cervical cancer (%),3.5,na
125,Ever undergone a breast examination for breast cancer (%),1.7,na
126,Ever undergone an oral cavity examination for oral cancer (%),0.6,na
128,Women age 15 years and above who use any kind of tobacco (%),3.5,na
129,Men age 15 years and above who use any kind of tobacco (%),14.2,na
130,Women age 15 years and above who consume alcohol (%),0.1,na
131,Men age 15 years and above who consume alcohol (%),14.9,na
