,Indicator,NFHS-5,NFHS-4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(8.0)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.7,2.4
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.6,3.4
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(71.1)
66,Children under age 3 years breastfed within one hour of birth (%),51.4,50.8
67,Children under age 6 months exclusively breastfed (%),*,(75.8)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),10.8,29.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),12.9,32.5
72,Children under 5 years who are stunted (height-for-age) (%),27.0,23.2
73,Children under 5 years who are wasted (weight-for-height) (%),18.0,13.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),10.4,7.3
75,Children under 5 years who are underweight (weight-for-age) (%),17.6,16.6
76,Children under 5 years who are overweight (weight-for-height) (%),7.3,7.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),4.2,14.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),38.3,36.9
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),90.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.4,33.7
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),68.2,35.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),41.7,(37.2)
83,All women age 15-49 years who are anaemic (%),66.6,35.6
84,All women age 15-19 years who are anaemic (%),72.4,34.5
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.9,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),3.5,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),3.6,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.6,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.4,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.6,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),20.5,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.3,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.6,na
97,  Ever undergone a screening test for cervical cancer (%),0.0,na
98,  Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),0.8,na
101,Men age 15 years and above who use any kind of tobacco (%),25.7,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),25.5,na
