,Indicator,NFHS-5,NFHS-4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.9,96.0
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.5,77.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,792","3,780"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.0,na
41,Institutional births (%),98.3,92.1
42,Institutional births in public facility (%),94.3,78.3
43,Home births that were conducted by skilled health personnel (%),0.4,0.9
44,Births attended by skilled health personnel (%),97.5,92.7
45,Births delivered by caesarean section (%),31.7,42.3
46,Births in a private health facility that were delivered by caesarean section (%),*,(90.3)
47,Births in a public health facility that were delivered by caesarean section (%),29.7,38.1
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(92.2),69.9
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(100.0),(85.9)
50,Children age 12-23 months who have received BCG (%),(100.0),98.6
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(92.2),77.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(100.0),82.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(100.0),88.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(47.8),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(2.9),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(100.0),73.3
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),69.7,69.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.7,6.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.8,6.7
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,77.9
66,Children under age 3 years breastfed within one hour of birth (%),42.9,44.2
67,Children under age 6 months exclusively breastfed (%),*,(55.8)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(18.6),16.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),16.6,16.5
72,Children under 5 years who are stunted (height-for-age) (%),22.0,22.8
73,Children under 5 years who are wasted (weight-for-height) (%),32.8,8.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),17.4,3.8
75,Children under 5 years who are underweight (weight-for-age) (%),33.5,11.1
76,Children under 5 years who are overweight (weight-for-height) (%),2.9,6.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),2.0,9.3
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.6,31.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),91.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),57.1,58.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),65.5,55.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),33.5,(49.1)
83,All women age 15-49 years who are anaemic (%),63.9,55.7
84,All women age 15-19 years who are anaemic (%),77.5,56.0
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.0,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),1.1,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.4,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),2.9,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),0.9,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.4,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),15.1,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.1,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),14.2,na
97,  Ever undergone a screening test for cervical cancer (%),0.4,na
98,  Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),5.0,na
101,Men age 15 years and above who use any kind of tobacco (%),47.0,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),0.4,na
