,Indicator,NFHS_5,NFHS_4
101,All women age 15-19 years who are anaemic (%),74.1,32.6
104,Women - Blood sugar level - high (141-160 mg/dl)(%),4.4,na
105,Women - Blood sugar level - very high (>160 mg/dl)(%),4.9,na
106,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.9,na
108,Men - Blood sugar level - high (141-160 mg/dl)(%),4.5,na
109,Men - Blood sugar level - very high (>160 mg/dl) (%),5.0,na
110,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.9,na
113,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.6,na
114,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
116,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),23.1,na
118,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.6,na
119,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,na
121,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.5,na
123,Ever undergone a screening test for cervical cancer (%),1.2,na
124,Ever undergone a breast examination for breast cancer (%),0.2,na
125,Ever undergone an oral cavity examination for oral cancer (%),5.1,na
127,Women age 15 years and above who use any kind of tobacco (%),3.2,na
128,Men age 15 years and above who use any kind of tobacco (%),37.1,na
129,Women age 15 years and above who consume alcohol (%),0.2,na
130,Men age 15 years and above who consume alcohol (%),7.9,na
