,Indicator,NFHS-5,NFHS-4
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.2,na
96,blood pressure (%),19.0,na
97,  Ever undergone a screening test for cervical cancer (%),1.8,na
98,  Ever undergone a breast examination for breast cancer (%),1.7,na
99,Ever undergone an oral cavity examination for oral cancer (%),4.0,na
100,Women age 15 years and above who use any kind of tobacco (%),6.5,na
101,Men age 15 years and above who use any kind of tobacco (%),34.7,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),1.2,na
