Indicator,NFHS-5,NFHS-4
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),91.1,60.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(94.2),96.2
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.1),3.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.6,8.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.7,1.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or  health provider (%),*,(89.2)
Children under age 3 years breastfed within one hour of birth (%),59.0,65.4
Children under age 6 months exclusively breastfed (%),(79.6),(81.2)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),18.0,7.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),17.4,7.5
Children under 5 years who are stunted (height-for-age) (%),40.7,40.2
Children under 5 years who are wasted (weight-for-height) (%),25.5,28.6
Children under 5 years who are severely wasted (weight-for-height) (%),7.6,6.4
Children under 5 years who are underweight (weight-for-age) (%),36.3,45.3
Children under 5 years who are overweight (weight-for-height) (%),3.7,1.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.7,28.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.4,16.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),71.2,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),64.5,70.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),67.1,73.1
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(70.7)
All women age 15-49 years who are anaemic (%),66.7,73.0
All women age 15-19 years who are anaemic (%),67.1,79.4
Women - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.7,na
Men - Blood sugar level - high (141-160 mg/dl)(%),9.2,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.4,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.6,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.2,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.2,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.1,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.5,na
  Ever undergone a screening test for cervical cancer (%),0.3,na
  Ever undergone a breast examination for breast cancer (%),0.3,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),22.4,na
Men age 15 years and above who use any kind of tobacco (%),50.8,na
Women age 15 years and above who consume alcohol (%),7.6,na
Men age 15 years and above who consume alcohol (%),40.0,na
