,Indicator,NFHS-5,NFHS-4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),30.7,34.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),11.9,5.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),54.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.5,63.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.3,64.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(57.3),(63.6)
83,All women age 15-49 years who are anaemic (%),64.0,64.0
84,All women age 15-19 years who are anaemic (%),64.6,61.8
85,Blood sugar level - high (141-160 mg/dl)(%),5.5,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.7,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.6,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.2,na
89,Blood sugar level - very high (>160 mg/dl) (%),5.2,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.2,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.9,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.0,na
93,blood pressure (%),21.4,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.7,na
96,blood pressure (%),23.6,na
97,Ever undergone a screening test for cervical cancer (%),0.5,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.8,na
100,Women age 15 years and above who use any kind of tobacco (%),23.7,na
101,Men age 15 years and above who use any kind of tobacco (%),48.6,na
102,Women age 15 years and above who consume alcohol (%),0.9,na
103,Men age 15 years and above who consume alcohol (%),34.6,na
