Indicator,NFHS-5,NFHS-4
Births delivered by caesarean section (%),15.3,12.1
Births in a private health facility that were delivered by caesarean section (%),(70.3),(35.6)
Births in a public health facility that were delivered by caesarean section (%),11.3,15.0
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),86.0,77.6
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(81.4),88.9
Children age 12-23 months who have received BCG (%),94.1,89.7
Children age 12-23 months who have received 3 doses of polio vaccine (%),88.1,84.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.9,83.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),94.0,83.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.1,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),82.3,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),89.9,81.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.9,82.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),97.1
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),1.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),15.3,21.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),50.6,56.2
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),25.6,13.3
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),46.9,54.4
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4,5.5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),62.1,57.1
Children under age 3 years breastfed within one hour of birth (%),57.9,56.5
Children under age 6 months exclusively breastfed (%),(67.7),(62.5)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(85.2),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),15.8,8.9
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),15.1,9.2
Children under 5 years who are stunted (height-for-age) (%),36.2,44.6
Children under 5 years who are wasted (weight-for-height) (%),23.8,19.0
Children under 5 years who are severely wasted (weight-for-height) (%),6.2,5.3
Children under 5 years who are underweight (weight-for-age) (%),37.1,44.3
Children under 5 years who are overweight (weight-for-height) (%),0.9,1.8
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.9,28.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),17.0,13.9
Women who have high risk waist-to-hip ratio (≥0.85) (%),58.4,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),64.6,32.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),69.0,40.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(74.7),40.3
All women age 15-49 years who are anaemic (%),69.2,40.5
All women age 15-19 years who are anaemic (%),68.2,43.9
Women - Blood sugar level - high (141-160 mg/dl)(%),5.8,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.7,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.4,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.4,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),24.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.4,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.1,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),34.9,na
Men age 15 years and above who use any kind of tobacco (%),64.2,na
Women age 15 years and above who consume alcohol (%),13.6,na
Men age 15 years and above who consume alcohol (%),43.2,na
