Indicator,NFHS-5,NFHS-4
Home births that were conducted by skilled health personnel (%),0.4,4.3
Births attended by skilled health personnel (%),98.2,91.4
Births delivered by caesarean section (%),19.8,11.6
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),14.9,12.1
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(95.8),93.0
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(97.9),92.8
Children age 12-23 months who have received BCG (%),(97.8),100.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),(95.8),96.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(97.8),98.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.8),96.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(44.0),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(95.8),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.8),96.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),91.4,55.9
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(98.1),100.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.3,8.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(86.9)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(20.6)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(90.0)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.7,0.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(66.4)
Children under age 3 years breastfed within one hour of birth (%),77.3,81.5
Children under age 6 months exclusively breastfed (%),(76.8),(53.4)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),27.8,7.9
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),29.6,7.3
Children under 5 years who are stunted (height-for-age) (%),32.7,44.4
Children under 5 years who are wasted (weight-for-height) (%),25.5,26.1
Children under 5 years who are severely wasted (weight-for-height) (%),12.7,9.5
Children under 5 years who are underweight (weight-for-age) (%),37.6,44.7
Children under 5 years who are overweight (weight-for-height) (%),2.1,0.6
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),21.5,31.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.9,10.9
Women who have high risk waist-to-hip ratio (≥0.85) (%),66.2,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),74.9,67.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.7,61.1
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(48.1),(59.5)
All women age 15-49 years who are anaemic (%),59.4,61.1
All women age 15-19 years who are anaemic (%),64.2,59.6
Women - Blood sugar level - high (141-160 mg/dl)(%),5.6,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.8,na
Men - Blood sugar level - high (141-160 mg/dl)(%),8.9,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.6,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.0,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.7,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.1,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),24.4,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),23.7,na
Men age 15 years and above who use any kind of tobacco (%),44.2,na
Women age 15 years and above who consume alcohol (%),0.8,na
Men age 15 years and above who consume alcohol (%),27.6,na
