,Indicator,NFHS-5,NFHS-4
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(95.4),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.7),88.9
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),86.4,77.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),97.9
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),2.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.5,9.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(69.2)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(10.5)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(71.9)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.1,2.7
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),73.4,(81.1)
66,Children under age 3 years breastfed within one hour of birth (%),70.1,74.8
67,Children under age 6 months exclusively breastfed (%),(65.3),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),25.3,6.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),25.6,6.2
72,Children under 5 years who are stunted (height-for-age) (%),33.3,26.1
73,Children under 5 years who are wasted (weight-for-height) (%),22.7,19.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.4,3.4
75,Children under 5 years who are underweight (weight-for-age) (%),30.0,29.2
76,Children under 5 years who are overweight (weight-for-height) (%),6.8,1.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.9,25.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.8,18.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),59.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.0,39.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),66.1,39.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(60.0),(25.8)
83,All women age 15-49 years who are anaemic (%),65.9,39.4
84,All women age 15-19 years who are anaemic (%),68.7,38.2
85,Women - Blood sugar level - high (141-160 mg/dl)(%),7.0,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),7.1,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.7,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.9,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),10.8,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.0,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.0,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.4,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.3,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.0,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.3,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),26.0,na
97,Ever undergone a screening test for cervical cancer (%),0.6,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),28.2,na
101,Men age 15 years and above who use any kind of tobacco (%),56.0,na
102,Women age 15 years and above who consume alcohol (%),2.6,na
103,Men age 15 years and above who consume alcohol (%),29.6,na
