,Indicator,NFHS-5,NFHS-4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),36.8,13.6
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),72.1,50.8
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,3.8
65,provider (%),71.4,51.6
66,Children under age 3 years breastfed within one hour of birth (%),28.2,43.6
67,Children under age 6 months exclusively breastfed (%),(45.0),73.8
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(58.7),(34.9)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.9,4.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),7.1,4.9
72,Children under 5 years who are stunted (height-for-age) (%),39.7,46.1
73,Children under 5 years who are wasted (weight-for-height) (%),28.8,18.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),10.0,4.6
75,Children under 5 years who are underweight (weight-for-age) (%),45.0,40.4
76,Children under 5 years who are overweight (weight-for-height) (%),2.0,1.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.1,23.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.1,18.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),50.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),69.8,61.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),63.0,54.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),59.1,50.4
83,All women age 15-49 years who are anaemic (%),62.8,53.9
84,All women age 15-19 years who are anaemic (%),70.9,59.9
85,Blood sugar level - high (141-160 mg/dl)(%),8.1,na
86,Blood sugar level - very high (>160 mg/dl)(%),6.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.5,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.9,na
89,Blood sugar level - very high (>160 mg/dl) (%),8.4,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.1,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,na
93,blood pressure (%),16.7,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.6,na
96,blood pressure (%),19.3,na
97,  Ever undergone a screening test for cervical cancer (%),0.5,na
98,  Ever undergone a breast examination for breast cancer (%),0.8,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.3,na
100,Women age 15 years and above who use any kind of tobacco (%),4.2,na
101,Men age 15 years and above who use any kind of tobacco (%),44.0,na
102,Women age 15 years and above who consume alcohol (%),0.6,na
103,Men age 15 years and above who consume alcohol (%),17.4,na
