,Indicator,NFHS-5,NFHS-4
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.1,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.6,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.3,na
97,  Ever undergone a screening test for cervical cancer (%),1.5,na
98,  Ever undergone a breast examination for breast cancer (%),1.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.7,na
100,Women age 15 years and above who use any kind of tobacco (%),2.5,na
101,Men age 15 years and above who use any kind of tobacco (%),40.9,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),12.9,na
