,Indicator,NFHS-5,NFHS-4
46,Births in a private health facility that were delivered by caesarean section (%),39.9,29.7
47,Births in a public health facility that were delivered by caesarean section (%),3.4,1.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),71.0,70.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.2,85.2
50,Children age 12-23 months who have received BCG (%),97.4,93.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),74.8,76.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),85.0,83.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),82.3,83.0
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),13.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),5.3,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),72.7,68.3
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),55.8,75.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.1,97.3
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.0,2.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),15.0,10.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),54.9,52.0
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),18.2,35.0
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),69.9,56.6
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.9,3.0
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),61.4,59.8
66,Children under age 3 years breastfed within one hour of birth (%),27.6,35.0
67,Children under age 6 months exclusively breastfed (%),47.0,62.4
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(19.1)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),12.1,11.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(2.1)
71,Total children age 6-23 months receiving an adequate diet  (%),11.7,10.0
72,Children under 5 years who are stunted (height-for-age) (%),38.3,53.7
73,Children under 5 years who are wasted (weight-for-height) (%),19.6,15.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.5,4.9
75,Children under 5 years who are underweight (weight-for-age) (%),38.4,41.3
76,Children under 5 years who are overweight (weight-for-height) (%),3.8,1.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.1,28.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.9,13.9
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),61.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.1,67.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.9,62.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),66.8,64.5
83,All women age 15-49 years who are anaemic (%),63.1,62.1
84,All women age 15-19 years who are anaemic (%),69.6,62.7
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.5,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),5.3,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.6,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),8.1,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),7.0,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),6.0,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.4,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.2,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.6,na
97,  Ever undergone a screening test for cervical cancer (%),0.2,na
98,  Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.8,na
100,Women age 15 years and above who use any kind of tobacco (%),3.9,na
101,Men age 15 years and above who use any kind of tobacco (%),46.3,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),19.2,na
