,Indicator,NFHS-5,NFHS-4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),6.6,14.6
72,Children under 5 years who are stunted (height-for-age) (%),41.3,52.1
73,Children under 5 years who are wasted (weight-for-height) (%),36.6,19.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),15.2,8.5
75,Children under 5 years who are underweight (weight-for-age) (%),51.7,47.1
76,Children under 5 years who are overweight (weight-for-height) (%),1.8,0.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),27.2,30.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),14.3,10.9
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),57.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),61.9,61.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),67.8,56.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),72.1,55.1
83,All women age 15-49 years who are anaemic (%),68.1,56.7
84,All women age 15-19 years who are anaemic (%),72.3,59.2
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.9,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.7,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.9,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),9.0,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.5,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.0,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.9,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.6,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.4,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.0,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.3,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),12.0,na
97,  Ever undergone a screening test for cervical cancer (%),1.6,na
98,  Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),5.5,na
101,Men age 15 years and above who use any kind of tobacco (%),49.1,na
102,Women age 15 years and above who consume alcohol (%),1.1,na
103,Men age 15 years and above who consume alcohol (%),28.5,na
