,Indicator,NFHS-5,NFHS-4
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(54.7)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.1,1.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),79.0,68.9
66,Children under age 3 years breastfed within one hour of birth (%),42.4,29.0
67,Children under age 6 months exclusively breastfed (%),66.9,(28.4)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(27.5)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),10.4,6.7
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(4.0)
71,Total children age 6-23 months receiving an adequate diet  (%),12.5,6.4
72,Children under 5 years who are stunted (height-for-age) (%),47.4,52.9
73,Children under 5 years who are wasted (weight-for-height) (%),24.3,25.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),9.3,7.6
75,Children under 5 years who are underweight (weight-for-age) (%),43.5,53.1
76,Children under 5 years who are overweight (weight-for-height) (%),3.7,0.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.8,36.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),10.8,11.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),58.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.7,59.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.3,61.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),64.4,68.1
83,All women age 15-49 years who are anaemic (%),64.3,61.8
84,All women age 15-19 years who are anaemic (%),65.5,60.2
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.2,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.6,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.2,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),7.4,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),3.6,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.4,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.5,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.6,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.8,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.8,na
97,  Ever undergone a screening test for cervical cancer (%),0.0,na
98,  Ever undergone a breast examination for breast cancer (%),0.1,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),3.7,na
101,Men age 15 years and above who use any kind of tobacco (%),51.9,na
102,Women age 15 years and above who consume alcohol (%),0.9,na
103,Men age 15 years and above who consume alcohol (%),29.9,na
