,Indicator,NFHS-5,NFHS-4
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(75.0),(61.1)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.8,2.7
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),69.0,64.6
66,Children under age 3 years breastfed within one hour of birth (%),25.2,40.1
67,Children under age 6 months exclusively breastfed (%),81.7,41.2
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(45.1)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.0,17.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(7.5),(13.1)
71,Total children age 6-23 months receiving an adequate diet  (%),5.5,16.9
72,Children under 5 years who are stunted (height-for-age) (%),53.6,46.4
73,Children under 5 years who are wasted (weight-for-height) (%),16.3,28.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.7,10.8
75,Children under 5 years who are underweight (weight-for-age) (%),37.6,51.7
76,Children under 5 years who are overweight (weight-for-height) (%),5.6,0.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),24.1,35.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),13.3,10.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),67.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),80.1,66.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),69.7,67.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(64.2),61.0
83,All women age 15-49 years who are anaemic (%),69.5,66.8
84,All women age 15-19 years who are anaemic (%),73.9,63.3
85,Women - Blood sugar level - high (141-160 mg/dl)(%),5.7,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.4,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.9,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.8,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),4.4,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.2,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.3,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.1,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.1,na
97,  Ever undergone a screening test for cervical cancer (%),0.5,na
98,  Ever undergone a breast examination for breast cancer (%),0.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.3,na
100,Women age 15 years and above who use any kind of tobacco (%),2.1,na
101,Men age 15 years and above who use any kind of tobacco (%),45.0,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),23.2,na
