,Indicator,NFHS-5,NFHS-4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.3,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),6.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.2,75.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),63.9,54.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),99.2,98.3
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.1,6.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(64.4),(15.8)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(36.9),(15.3)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(83.5),(42.5)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.5,1.2
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),84.4,(61.0)
66,Children under age 3 years breastfed within one hour of birth (%),35.5,42.8
67,Children under age 6 months exclusively breastfed (%),(61.8),(51.9)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(48.3)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),6.3,9.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),5.8,9.1
72,Children under 5 years who are stunted (height-for-age) (%),41.2,48.3
73,Children under 5 years who are wasted (weight-for-height) (%),32.9,24.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),18.5,7.2
75,Children under 5 years who are underweight (weight-for-age) (%),48.7,47.6
76,Children under 5 years who are overweight (weight-for-height) (%),4.7,1.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.8,30.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),10.0,12.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),52.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.4,53.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),60.9,54.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),53.1,55.0
83,All women age 15-49 years who are anaemic (%),60.5,54.3
84,All women age 15-19 years who are anaemic (%),56.9,55.1
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.5,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.7,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.6,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),8.9,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),4.1,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.4,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.2,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.4,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.2,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),15.3,na
97,  Ever undergone a screening test for cervical cancer (%),0.0,na
98,  Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),3.3,na
101,Men age 15 years and above who use any kind of tobacco (%),46.7,na
102,Women age 15 years and above who consume alcohol (%),1.1,na
103,Men age 15 years and above who consume alcohol (%),23.9,na
