,Indicator,NFHS-5,NFHS-4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),19.7,11.2
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),56.0,42.6
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.7,4.0
65,provider (%),59.8,55.7
66,Children under age 3 years breastfed within one hour of birth (%),33.7,40.5
67,Children under age 6 months exclusively breastfed (%),(72.0),51.7
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(40.5),(42.3)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),14.9,8.6
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),15.4,9.3
72,Children under 5 years who are stunted (height-for-age) (%),49.1,47.2
73,Children under 5 years who are wasted (weight-for-height) (%),16.8,18.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.7,4.8
75,Children under 5 years who are underweight (weight-for-age) (%),37.9,40.8
76,Children under 5 years who are overweight (weight-for-height) (%),3.8,0.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.4,28.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.3,10.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),57.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),61.0,65.7
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.1,54.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),61.1,52.8
83,All women age 15-49 years who are anaemic (%),57.3,54.7
84,All women age 15-19 years who are anaemic (%),64.4,60.9
85,Blood sugar level - high (141-160 mg/dl)(%),5.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.9,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.8,na
88,Blood sugar level - high (141-160 mg/dl)(%),8.1,na
89,Blood sugar level - very high (>160 mg/dl) (%),7.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.4,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.1,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.0,na
93,blood pressure (%),16.2,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.8,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.8,na
96,blood pressure (%),23.6,na
97,  Ever undergone a screening test for cervical cancer (%),3.3,na
98,  Ever undergone a breast examination for breast cancer (%),0.6,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),7.6,na
101,Men age 15 years and above who use any kind of tobacco (%),55.2,na
102,Women age 15 years and above who consume alcohol (%),0.5,na
103,Men age 15 years and above who consume alcohol (%),14.9,na
