,Indicator,NFHS-5,NFHS-4
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.6,1.5
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),60.2,49.0
66,Children under age 3 years breastfed within one hour of birth (%),25.9,32.1
67,Children under age 6 months exclusively breastfed (%),64.2,48.7
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(41.4)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),9.4,8.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),13.6,9.0
72,Children under 5 years who are stunted (height-for-age) (%),43.5,43.6
73,Children under 5 years who are wasted (weight-for-height) (%),13.2,21.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.4,7.1
75,Children under 5 years who are underweight (weight-for-age) (%),30.3,39.1
76,Children under 5 years who are overweight (weight-for-height) (%),2.4,1.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),24.6,27.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.6,13.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),59.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),61.6,62.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),49.8,57.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),61.4,64.0
83,All women age 15-49 years who are anaemic (%),50.6,58.5
84,All women age 15-19 years who are anaemic (%),56.3,60.0
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.3,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.5,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.3,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.9,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.8,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.4,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.3,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.1,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.3,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.8,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.6,na
97,  Ever undergone a screening test for cervical cancer (%),0.3,na
98,  Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),5.9,na
101,Men age 15 years and above who use any kind of tobacco (%),48.1,na
102,Women age 15 years and above who consume alcohol (%),0.9,na
103,Men age 15 years and above who consume alcohol (%),10.8,na
