Indicator,NFHS-5,NFHS-4
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),74.1,na
Institutional births (%),75.8,64.1
Institutional births in public facility (%),58.4,49.2
Home births that were conducted by skilled health personnel (%),5.4,4.5
Births attended by skilled health personnel (%),76.2,67.6
Births delivered by caesarean section (%),9.3,5.2
Births in a private health facility that were delivered by caesarean section (%),44.2,25.6
Births in a public health facility that were delivered by caesarean section (%),2.8,2.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),68.9,59.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),76.8,61.1
Children age 12-23 months who have received BCG (%),92.9,89.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),73.7,75.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.4,80.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),83.9,68.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),23.7,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),82.4,61.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),41.8,58.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.7,95.2
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.3,4.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.7,8.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),44.3,63.8
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),30.0,15.7
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),61.4,64.4
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.3,1.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),79.3,67.4
Children under age 3 years breastfed within one hour of birth (%),36.0,39.2
Children under age 6 months exclusively breastfed (%),51.2,32.7
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(56.5),(36.8)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.6,7.4
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(3.4),*
Total children age 6-23 months receiving an adequate diet  (%),3.6,8.3
Children under 5 years who are stunted (height-for-age) (%),42.7,50.6
Children under 5 years who are wasted (weight-for-height) (%),25.6,20.1
Children under 5 years who are severely wasted (weight-for-height) (%),10.4,6.4
Children under 5 years who are underweight (weight-for-age) (%),45.1,47.3
Children under 5 years who are overweight (weight-for-height) (%),1.4,1.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.3,27.6
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.2,11.5
Women who have high risk waist-to-hip ratio (≥0.85) (%),67.4,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.2,66.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),72.9,62.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),67.8,57.5
All women age 15-49 years who are anaemic (%),72.6,62.1
All women age 15-19 years who are anaemic (%),75.1,63.2
Women - Blood sugar level - high (141-160 mg/dl)(%),7.3,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.8,na
Men - Blood sugar level - high (141-160 mg/dl)(%),8.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.7,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),6.6,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.4,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),12.3,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.3,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.1,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.8,na
  Ever undergone a screening test for cervical cancer (%),0.2,na
  Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.1,na
Women age 15 years and above who use any kind of tobacco (%),2.4,na
Men age 15 years and above who use any kind of tobacco (%),45.4,na
Women age 15 years and above who consume alcohol (%),0.8,na
Men age 15 years and above who consume alcohol (%),20.0,na
