,Indicator,NFHS-5,NFHS-4
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),78.3,55.0
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),50.2,64.1
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.1,98.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.9,1.9
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.6,10.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),60.4,44.6
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),17.1,7.9
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),64.6,51.5
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.1,2.8
65,provider (%),66.0,66.2
66,Children under age 3 years breastfed within one hour of birth (%),25.8,44.2
67,Children under age 6 months exclusively breastfed (%),(36.1),(62.4)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(53.1),(25.6)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),13.6,8.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),13.8,7.9
72,Children under 5 years who are stunted (height-for-age) (%),43.9,49.2
73,Children under 5 years who are wasted (weight-for-height) (%),23.5,20.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),8.7,6.1
75,Children under 5 years who are underweight (weight-for-age) (%),48.1,45.1
76,Children under 5 years who are overweight (weight-for-height) (%),1.4,1.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.4,32.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),13.1,8.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),62.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.6,61.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),68.9,64.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),61.0,57.8
83,All women age 15-49 years who are anaemic (%),68.4,63.8
84,All women age 15-19 years who are anaemic (%),66.7,65.7
85,Blood sugar level - high (141-160 mg/dl)(%),6.5,na
86,Blood sugar level - very high (>160 mg/dl)(%),6.3,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),9.1,na
89,Blood sugar level - very high (>160 mg/dl) (%),8.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),6.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.0,na
93,blood pressure (%),17.0,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.5,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.9,na
96,blood pressure (%),17.8,na
97,  Ever undergone a screening test for cervical cancer (%),0.0,na
98,  Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),6.1,na
101,Men age 15 years and above who use any kind of tobacco (%),49.2,na
102,Women age 15 years and above who consume alcohol (%),0.6,na
103,Men age 15 years and above who consume alcohol (%),10.3,na
