Indicator,NFHS-5
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.3
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(72.3)
Children under age 3 years breastfed within one hour of birth (%),26.7
Children under age 6 months exclusively breastfed (%),(64.8)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(25.4)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),2.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),4.4
Children under 5 years who are stunted (height-for-age) (%),33.4
Children under 5 years who are wasted (weight-for-height) (%),10.7
Children under 5 years who are severely wasted (weight-for-height) (%),2.5
Children under 5 years who are underweight (weight-for-age) (%),28.3
Children under 5 years who are overweight (weight-for-height) (%),1.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),22.9
Women who have high risk waist-to-hip ratio (≥0.85) (%),53.8
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),49.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),65.2
All women age 15-49 years who are anaemic (%),50.2
All women age 15-19 years who are anaemic (%),45.4
Women - Blood sugar level - high (141-160 mg/dl)(%),5.6
Women - Blood sugar level - very high (>160 mg/dl)(%),6.9
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.5
Men - Blood sugar level - high (141-160 mg/dl)(%),7.8
Men - Blood sugar level - very high (>160 mg/dl) (%),7.8
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.7
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.0
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.8
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),20.6
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.4
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.7
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),24.3
Ever undergone a screening test for cervical cancer (%),4.3
Ever undergone a breast examination for breast cancer (%),1.8
Ever undergone an oral cavity examination for oral cancer (%),1.7
Women age 15 years and above who use any kind of tobacco (%),14.2
Men age 15 years and above who use any kind of tobacco (%),47.5
Women age 15 years and above who consume alcohol (%),0.1
Men age 15 years and above who consume alcohol (%),10.1
