,Indicator,NFHS-5,NFHS-4
47,Births in a public health facility that were delivered by caesarean section (%),9.7,1.5
48,mother's recall (%),92.3,71.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),90.4,78.9
50,Children age 12-23 months who have received BCG (%),97.0,96.8
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),92.3,91.3
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),94.0,78.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),95.6,83.1
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),34.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),70.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.3,73.4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),78.1,31.8
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.2,93.3
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.5,1.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.6,17.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(53.4),37.4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(29.5),2.5
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.2),78.9
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.7,1.8
65,health provider (%),(69.7),81.2
66,Children under age 3 years breastfed within one hour of birth (%),29.1,22.5
67,Children under age 6 months exclusively breastfed (%),(54.6),(22.2)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(39.5),(37.2)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),10.1,4.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),8.9,4.2
72,Children under 5 years who are stunted (height-for-age) (%),38.9,51.5
73,Children under 5 years who are wasted (weight-for-height) (%),20.1,21.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.5,8.3
75,Children under 5 years who are underweight (weight-for-age) (%),39.4,44.1
76,Children under 5 years who are overweight (weight-for-height) (%),1.4,1.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.4,29.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.4,15.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),50.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),57.3,77.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),52.6,57.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(40.1),56.2
83,All women age 15-49 years who are anaemic (%),52.0,57.1
84,All women age 15-19 years who are anaemic (%),58.4,61.1
85,Blood sugar level - high (141-160 mg/dl)(%),5.0,na
86,Blood sugar level - very high (>160 mg/dl)(%),5.0,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.8,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.4,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.6,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.3,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.8,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.5,na
93,blood pressure (%),19.5,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.4,na
96,blood pressure (%),17.5,na
97,Ever undergone a screening test for cervical cancer (%),0.9,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),4.9,na
101,Men age 15 years and above who use any kind of tobacco (%),38.2,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),15.5,na
