Indicator,NFHS-5,NFHS-4
Children age 12-23 months who have received 3 doses of polio vaccine (%),72.1,76.0
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),79.4,72.9
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),79.7,75.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),28.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),19.7,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),75.1,60.5
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),52.9,42.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.5,84.5
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.6,6.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.0,14.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(44.4),37.1
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(16.0),10.7
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(70.2),67.5
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.9,8.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),72.5,76.9
Children under age 3 years breastfed within one hour of birth (%),28.4,21.4
Children under age 6 months exclusively breastfed (%),57.2,44.4
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,32.9
Breastfeeding children age 6-23 months receiving an adequate diet  (%),8.3,2.2
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,4.7
Total children age 6-23 months receiving an adequate diet  (%),6.8,2.8
Children under 5 years who are stunted (height-for-age) (%),46.9,44.0
Children under 5 years who are wasted (weight-for-height) (%),9.5,11.7
Children under 5 years who are severely wasted (weight-for-height) (%),3.8,3.8
Children under 5 years who are underweight (weight-for-age) (%),25.6,27.9
Children under 5 years who are overweight (weight-for-height) (%),4.8,1.6
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.8,21.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),24.3,15.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),49.1,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.9,47.2
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.7,34.2
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),45.8,32.8
All women age 15-49 years who are anaemic (%),57.1,34.1
All women age 15-19 years who are anaemic (%),61.8,28.2
Women - Blood sugar level - high (141-160 mg/dl)(%),4.5,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.5,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),3.2,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.4,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.2,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.5,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),5.2,na
Men age 15 years and above who use any kind of tobacco (%),45.6,na
Women age 15 years and above who consume alcohol (%),0.3,na
Men age 15 years and above who consume alcohol (%),17.7,na
