,Indicator,NFHS-5,NFHS-4
47,Births in a public health facility that were delivered by caesarean section (%),2.4,1.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),59.6,17.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),69.8,(47.1)
50,Children age 12-23 months who have received BCG (%),92.2,58.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),65.5,40.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),76.1,27.4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),78.1,37.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),33.4,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),70.9,16.1
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.7,29.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.7,74.6
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.8,17.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),47.3,25.8
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),29.0,9.1
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),67.9,56.2
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.7,7.0
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),59.1,54.4
66,Children under age 3 years breastfed within one hour of birth (%),14.1,18.0
67,Children under age 6 months exclusively breastfed (%),70.2,55.8
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(25.5),(36.7)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),4.0,8.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(0.0),*
71,Total children age 6-23 months receiving an adequate diet  (%),3.4,8.7
72,Children under 5 years who are stunted (height-for-age) (%),50.9,63.5
73,Children under 5 years who are wasted (weight-for-height) (%),20.3,10.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),9.3,3.1
75,Children under 5 years who are underweight (weight-for-age) (%),40.8,39.2
76,Children under 5 years who are overweight (weight-for-height) (%),3.3,2.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.8,24.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),13.7,9.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),56.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),61.2,69.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),44.6,49.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),41.0,39.9
83,All women age 15-49 years who are anaemic (%),44.4,48.7
84,All women age 15-19 years who are anaemic (%),46.4,50.3
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.9,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.6,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.1,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),4.6,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),3.7,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.7,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.8,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.4,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.1,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.7,na
97,Ever undergone a screening test for cervical cancer (%),1.2,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.6,na
100,Women age 15 years and above who use any kind of tobacco (%),24.2,na
101,Men age 15 years and above who use any kind of tobacco (%),64.2,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),8.0,na
