Indicator,NFHS-5,NFHS-4
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),67.3,na
Institutional births (%),90.8,77.1
Institutional births in public facility (%),62.6,56.7
Home births that were conducted by skilled health personnel (%),4.5,4.7
Births attended by skilled health personnel (%),93.1,81.1
Births delivered by caesarean section (%),11.8,8.1
Births in a private health facility that were delivered by caesarean section (%),28.3,33.7
Births in a public health facility that were delivered by caesarean section (%),6.1,2.1
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),75.0,49.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),92.1,(77.2)
Children age 12-23 months who have received BCG (%),89.1,89.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),78.2,64.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.8,68.5
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.6,77.8
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),22.4,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),42.8,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),80.6,53.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),69.3,53.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.1,85.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.3,6.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.8,5.5
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,2.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(74.9),(65.7)
Children under age 3 years breastfed within one hour of birth (%),13.2,26.4
Children under age 6 months exclusively breastfed (%),(51.9),(21.7)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.9,2.3
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(0.0),*
Total children age 6-23 months receiving an adequate diet  (%),4.2,1.9
Children under 5 years who are stunted (height-for-age) (%),35.5,41.3
Children under 5 years who are wasted (weight-for-height) (%),10.0,23.8
Children under 5 years who are severely wasted (weight-for-height) (%),2.5,8.5
Children under 5 years who are underweight (weight-for-age) (%),27.7,42.6
Children under 5 years who are overweight (weight-for-height) (%),1.3,2.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.6,28.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),25.0,12.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),36.0,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),58.0,61.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),49.9,52.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(27.1),38.0
All women age 15-49 years who are anaemic (%),48.9,51.4
All women age 15-19 years who are anaemic (%),51.6,54.0
Women - Blood sugar level - high (141-160 mg/dl)(%),6.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),6.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),8.2,na
Men - Blood sugar level - very high (>160 mg/dl) (%),10.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.1,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.2,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.6,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.2,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.1,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),22.3,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),11.9,na
Men age 15 years and above who use any kind of tobacco (%),41.4,na
Women age 15 years and above who consume alcohol (%),0.5,na
Men age 15 years and above who consume alcohol (%),9.0,na
