Indicator,NFHS-5
Children under 5 years who are underweight (weight-for-age) (%),33.1
Children under 5 years who are overweight (weight-for-height) (%),1.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),21.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),23.5
Women who have high risk waist-to-hip ratio (≥0.85) (%),39.9
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),52.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),46.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(36.6)
All women age 15-49 years who are anaemic (%),46.1
All women age 15-19 years who are anaemic (%),45.4
Women - Blood sugar level - high (141-160 mg/dl)(%),5.9
Women - Blood sugar level - very high (>160 mg/dl)(%),6.5
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.9
Men - Blood sugar level - high (141-160 mg/dl)(%),5.7
Men - Blood sugar level - very high (>160 mg/dl) (%),5.6
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.0
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),19.2
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.7
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),21.2
Ever undergone a screening test for cervical cancer (%),1.5
Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.4
Women age 15 years and above who use any kind of tobacco (%),11.5
Men age 15 years and above who use any kind of tobacco (%),49.3
Women age 15 years and above who consume alcohol (%),0.4
Men age 15 years and above who consume alcohol (%),9.1
