,Indicator,NFHS-5,NFHS-4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),72.7,63.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),85.0,60.2
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.7,63.5
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),31.9,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),44.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.9,48.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),77.3,64.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.4,94.9
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.9
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.6,19.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,48.5
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,16.7
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,73.6
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.9,12.7
65,health provider (%),75.3,80.9
66,Children under age 3 years breastfed within one hour of birth (%),16.7,27.4
67,Children under age 6 months exclusively breastfed (%),63.2,66.3
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(29.7)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.2,7.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),3.0,8.6
72,Children under 5 years who are stunted (height-for-age) (%),32.2,45.0
73,Children under 5 years who are wasted (weight-for-height) (%),24.3,14.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),9.0,4.3
75,Children under 5 years who are underweight (weight-for-age) (%),36.6,35.1
76,Children under 5 years who are overweight (weight-for-height) (%),2.2,3.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.0,27.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.2,13.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),51.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),52.8,58.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),42.7,50.6
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(31.9),53.8
83,All women age 15-49 years who are anaemic (%),42.3,50.8
84,All women age 15-19 years who are anaemic (%),45.7,53.1
85,Blood sugar level - high (141-160 mg/dl)(%),4.9,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.9,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.6,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.2,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.3,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.3,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
93,blood pressure (%),16.4,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.3,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.4,na
96,blood pressure (%),21.9,na
97,Ever undergone a screening test for cervical cancer (%),3.0,na
98,Ever undergone a breast examination for breast cancer (%),0.3,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.3,na
100,Women age 15 years and above who use any kind of tobacco (%),4.3,na
101,Men age 15 years and above who use any kind of tobacco (%),45.1,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),16.9,na
