,Indicator,NFHS-5,NFHS-4
50,Children age 12-23 months who have received BCG (%),93.1,91.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),84.6,73.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),76.3,69.4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.0,80.1
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),45.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),76.3,51.0
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),78.5,63.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.5,90.7
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.2,6.5
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.4,10.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),65.3,37.1
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),29.5,9.6
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),60.1,75.3
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),7.7,6.1
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),53.7,69.6
66,Children under age 3 years breastfed within one hour of birth (%),12.1,23.7
67,Children under age 6 months exclusively breastfed (%),72.1,68.4
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(20.9),*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),6.1,2.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),5.7,2.7
72,Children under 5 years who are stunted (height-for-age) (%),35.9,48.9
73,Children under 5 years who are wasted (weight-for-height) (%),24.2,14.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),15.2,4.2
75,Children under 5 years who are underweight (weight-for-age) (%),39.2,33.3
76,Children under 5 years who are overweight (weight-for-height) (%),2.7,2.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.0,24.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.8,15.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),62.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),58.4,71.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),40.3,56.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(28.8),49.3
83,All women age 15-49 years who are anaemic (%),39.9,55.7
84,All women age 15-19 years who are anaemic (%),41.1,58.9
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.3,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.9,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.0,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.9,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),5.4,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.6,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.2,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.0,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.2,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.2,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.6,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.0,na
97,Ever undergone a screening test for cervical cancer (%),3.0,na
98,Ever undergone a breast examination for breast cancer (%),0.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),10.2,na
101,Men age 15 years and above who use any kind of tobacco (%),51.3,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),14.8,na
