Indicator,NFHS-5
Breastfeeding children age 6-23 months receiving an adequate diet  (%),9.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(24.8)
Total children age 6-23 months receiving an adequate diet  (%),12.9
Children under 5 years who are stunted (height-for-age) (%),34.7
Children under 5 years who are wasted (weight-for-height) (%),19.1
Children under 5 years who are severely wasted (weight-for-height) (%),9.8
Children under 5 years who are underweight (weight-for-age) (%),27.0
Children under 5 years who are overweight (weight-for-height) (%),2.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),17.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),69.7
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),45.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),33.6
All women age 15-49 years who are anaemic (%),44.9
All women age 15-19 years who are anaemic (%),43.4
Women - Blood sugar level - high (141-160 mg/dl)(%),5.2
Women - Blood sugar level - very high (>160 mg/dl)(%),3.9
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.5
Men - Blood sugar level - high (141-160 mg/dl)(%),8.1
Men - Blood sugar level - very high (>160 mg/dl) (%),3.8
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.9
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.6
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.4
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),21.3
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.3
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.2
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),25.6
Ever undergone a screening test for cervical cancer (%),0.8
Ever undergone a breast examination for breast cancer (%),0.8
Ever undergone an oral cavity examination for oral cancer (%),0.4
Women age 15 years and above who use any kind of tobacco (%),3.6
Men age 15 years and above who use any kind of tobacco (%),32.6
Women age 15 years and above who consume alcohol (%),0.3
Men age 15 years and above who consume alcohol (%),13.8
