,Indicator,NFHS-5,NFHS-4
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(75.9),62.6
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.5,13.1
65,health provider (%),58.2,66.0
66,Children under age 3 years breastfed within one hour of birth (%),12.6,29.3
67,Children under age 6 months exclusively breastfed (%),53.9,55.0
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),13.4,4.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(0.0)
71,Total children age 6-23 months receiving an adequate diet  (%),13.5,3.7
72,Children under 5 years who are stunted (height-for-age) (%),43.0,50.4
73,Children under 5 years who are wasted (weight-for-height) (%),21.5,12.2
74,Children under 5 years who are severely wasted (weight-for-height) (%),10.8,3.8
75,Children under 5 years who are underweight (weight-for-age) (%),33.5,32.9
76,Children under 5 years who are overweight (weight-for-height) (%),5.2,1.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.5,23.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.8,13.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),61.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79.6,41.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),65.2,25.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),66.4,27.8
83,All women age 15-49 years who are anaemic (%),65.2,25.9
84,All women age 15-19 years who are anaemic (%),68.8,26.7
85,Blood sugar level - high (141-160 mg/dl)(%),3.1,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.3,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.3,na
88,Blood sugar level - high (141-160 mg/dl)(%),2.8,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.3,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.9,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.9,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.2,na
93,blood pressure (%),14.9,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.8,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.2,na
96,blood pressure (%),14.4,na
97,Ever undergone a screening test for cervical cancer (%),2.3,na
98,Ever undergone a breast examination for breast cancer (%),1.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.2,na
100,Women age 15 years and above who use any kind of tobacco (%),8.7,na
101,Men age 15 years and above who use any kind of tobacco (%),50.9,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),15.3,na
