,Indicator,NFHS-5,NFHS-4
47,Births in a public health facility that were delivered by caesarean section (%),6.3,3.8
48,mother's recall (%),77.7,53.8
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.2,72.0
50,Children age 12-23 months who have received BCG (%),100.0,86.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),82.2,67.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),88.0,62.8
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.7,66.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),31.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),32.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.0,56.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.9,41.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.4,80.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.6,2.6
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.8,12.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(39.6),20.1
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(44.5),9.7
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(62.8),58.4
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.8,6.9
65,health provider (%),68.8,66.9
66,Children under age 3 years breastfed within one hour of birth (%),30.4,17.1
67,Children under age 6 months exclusively breastfed (%),57.6,71.1
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(21.9)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.1,3.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),6.2,3.3
72,Children under 5 years who are stunted (height-for-age) (%),38.8,53.2
73,Children under 5 years who are wasted (weight-for-height) (%),13.9,11.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.2,2.3
75,Children under 5 years who are underweight (weight-for-age) (%),24.3,32.6
76,Children under 5 years who are overweight (weight-for-height) (%),2.6,1.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.0,22.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),23.7,18.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),45.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),74.0,40.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.6,28.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),51.9,25.5
83,All women age 15-49 years who are anaemic (%),57.4,28.2
84,All women age 15-19 years who are anaemic (%),65.6,24.6
85,Blood sugar level - high (141-160 mg/dl)(%),4.9,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.6,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.9,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.2,na
89,Blood sugar level - very high (>160 mg/dl) (%),4.1,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.2,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.8,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
93,blood pressure (%),16.7,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.4,na
96,blood pressure (%),19.7,na
97,Ever undergone a screening test for cervical cancer (%),0.2,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),5.2,na
101,Men age 15 years and above who use any kind of tobacco (%),45.5,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),16.9,na
