,Indicator,NFHS-5,NFHS-4
44,Births attended by skilled health personnel (%),81.2,70.7
45,Births delivered by caesarean section (%),18.3,6.8
46,Births in a private health facility that were delivered by caesarean section (%),64.5,33.2
47,Births in a public health facility that were delivered by caesarean section (%),10.4,3.3
48,mother's recall (%),58.6,57.4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(62.5),(66.9)
50,Children age 12-23 months who have received BCG (%),88.8,86.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),63.2,80.3
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),71.5,63.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),76.7,67.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),21.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),26.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),64.8,52.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.1,51.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),88.3,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),7.4,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.0,8.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(65.5),(15.1)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(23.4),(9.5)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(73.7),(78.9)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.3,10.5
65,health provider (%),(61.8),77.3
66,Children under age 3 years breastfed within one hour of birth (%),11.7,30.2
67,Children under age 6 months exclusively breastfed (%),(54.7),(59.8)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(19.5)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.8,4.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),5.2,4.3
72,Children under 5 years who are stunted (height-for-age) (%),39.2,46.5
73,Children under 5 years who are wasted (weight-for-height) (%),12.1,13.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.1,2.6
75,Children under 5 years who are underweight (weight-for-age) (%),29.3,34.3
76,Children under 5 years who are overweight (weight-for-height) (%),7.5,2.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.6,26.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.6,13.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),62.2,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.0,43.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),49.6,35.6
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(33.8),43.2
83,All women age 15-49 years who are anaemic (%),48.9,36.0
84,All women age 15-19 years who are anaemic (%),49.6,31.2
85,Blood sugar level - high (141-160 mg/dl)(%),4.4,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.7,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.7,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.4,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.7,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.2,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.5,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.7,na
93,blood pressure (%),22.0,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.0,na
96,blood pressure (%),21.4,na
97,Ever undergone a screening test for cervical cancer (%),2.0,na
98,Ever undergone a breast examination for breast cancer (%),0.7,na
99,Ever undergone an oral cavity examination for oral cancer (%),2.4,na
100,Women age 15 years and above who use any kind of tobacco (%),9.5,na
101,Men age 15 years and above who use any kind of tobacco (%),50.9,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),16.7,na
