,Indicator,NFHS_5,NFHS_4
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),66.9,na
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),57.2,49.5
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),53.8,50.5
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(46.7),*
101,All women age 15-49 years who are anaemic (%),53.6,50.3
102,All women age 15-19 years who are anaemic (%),52.2,45.7
105,Women - Blood sugar level - high (141-160 mg/dl)(%),8.0,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),7.7,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.2,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),7.9,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),10.7,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.2,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.1,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.0,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),23.3,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.4,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.4,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),28.2,na
124,Ever undergone a screening test for cervical cancer (%),12.8,na
125,Ever undergone a breast examination for breast cancer (%),5.3,na
126,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
128,Women age 15 years and above who use any kind of tobacco (%),1.1,na
129,Men age 15 years and above who use any kind of tobacco (%),22.8,na
130,Women age 15 years and above who consume alcohol (%),0.6,na
131,Men age 15 years and above who consume alcohol (%),29.9,<s>na</s>
